FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,HygieneScore,StructuralScore,ConfidenceInManagementScore,Latitude,Longitude
550915,13/00075/MIXED,Tesco Express,Retailers - supermarkets/hypermarkets,7840,52 Wellsway,Bath,"","",BA2 4SA,5,fhrs_5_en-GB,2013-05-17,0,5,0,51.36986900000000,51.36986900000000
204875,08260/0100/0/000,Tesco Express,Retailers - supermarkets/hypermarkets,7840,Combe Down Express,100 Midford Road,Odd Down,Bath,BA2 5RU,3,fhrs_3_en-GB,2010-10-26,10,5,10,51.35641300000000,51.35641300000000
204578,08/00013/MIXED,Tesco Express,Retailers - supermarkets/hypermarkets,7840,Tesco,Bathwick Hill,Bathwick,Bath,BA2 4EN,5,fhrs_5_en-GB,2009-01-05,5,5,5,51.38268000000000,51.38268000000000
205749,15631/2100/2/000,Tesco Stores,Retailers - supermarkets/hypermarkets,7840,Tesco,Old Mills,Paulton,Bristol,BS39 7SW,4,fhrs_4_en-GB,2013-12-06,10,5,5,51.29242100000000,51.29242100000000
204308,10/00255/MIXED,Tesco Stores Ltd,Retailers - supermarkets/hypermarkets,7840,Tesco Stores Limited,3 Bristol Road,Keynsham,"",BS31 2BA,5,fhrs_5_en-GB,2010-11-05,0,0,5,51.41760400000000,51.41760400000000
204580,09/00067/MIXED,Tesco Stores Ltd,Retailers - supermarkets/hypermarkets,7840,Tesco Stores Ltd,20 High Street,Upper Weston,Bath,BA1 4BX,5,fhrs_5_en-GB,2009-07-09,0,5,0,51.39566100000000,51.39566100000000
204776,05/00217/MIXED,TGI Fridays,Restaurant/Cafe/Canteen,1,Unit 2 Tgi Fridays,Kingsmead Leisure Complex,5 - 10 James Street West,Bath,BA1 2DT,5,fhrs_5_en-GB,2012-09-04,0,5,0,51.41457000000000,51.41457000000000
204133,11080/1001/2/000,Thai Balcony,Restaurant/Cafe/Canteen,1,Unit 2 Thai Balcony,1 - 2 Seven Dials,Saw Close,City Centre,BA1 1EN,5,fhrs_5_en-GB,2012-12-11,5,5,5,51.38182000000000,51.38182000000000
204431,09/00139/MIXED,Thai Balcony Mini Mart,Retailers - other,4613,Thai Balcony,40 Monmouth Street,City Centre,Bath,BA1 2AN,5,fhrs_5_en-GB,2011-05-16,0,5,5,51.38166700000000,51.38166700000000
205383,10/00290/MIXED,Thai Basil,Other catering premises,7841,Thai Basil Restaurant,90A Walcot Street,Bath,"",BA1 5BG,3,fhrs_3_en-GB,2014-02-06,10,10,5,51.38729000000000,51.38729000000000
205736,15141/0489/A/000,Thai Cafe,Restaurant/Cafe/Canteen,1,489A Bath Road,Saltford,"","",BS31 3BA,3,fhrs_3_en-GB,2011-03-31,10,10,10,51.40253300000000,51.40253300000000
666585,13/00185/MIXED,Thai Chai-Yo,Mobile caterer,7846,2 Kensington Gardens,Walcot,Bath,Bath And North East Somerset,BA1 6LH,4,fhrs_4_en-GB,2014-05-19,5,5,10,51.39321700000000,51.39321700000000
205683,08860/0117/0/000,The 117 Project,School/college/university,7845,117 Newbridge Hill,Newbridge,Bath,"",BA1 3PT,5,fhrs_5_en-GB,2014-02-21,0,5,0,51.38763600000000,51.38763600000000
205193,14380/0012/0/000,The Aga Shop,Other catering premises,7841,The Aga Shop,12 Widcombe Parade,Widcombe,Bath,BA2 4JT,Exempt,fhrs_exempt_en-GB,2014-02-18,"","","",51.37638900000000,51.37638900000000
530434,13/00025/MIXED,The Assembly Inn,Pub/bar/nightclub,7843,Assembly Inn,17 Alfred Street,City Centre,Bath,BA1 2QU,3,fhrs_3_en-GB,2013-03-06,10,5,10,51.38589700000000,51.38589700000000
205043,08/00091/MIXED,The Bagel Dude,Takeaway/sandwich shop,7844,58 Rudmore Park,Newbridge,Bath,Bath And North East Somerset,BA1 3JB,5,fhrs_5_en-GB,2010-10-08,5,5,0,51.38583700000000,51.38583700000000
204060,10/00294/FOOD,The Balmy Kitchen,Other catering premises,7841,"","","","","",4,fhrs_4_en-GB,2014-04-22,5,5,10,"",""
205645,00890/0032/0/000,The Barley Mow,Pub/bar/nightclub,7843,The Barley,32 Bathwick Street,Bathwick,Bath,BA2 6NZ,4,fhrs_4_en-GB,2014-06-25,5,5,10,51.38674500000000,51.38674500000000
205207,10/00060/MIXED,The Bath Bun,Other catering premises,7841,2 Abbey Green,City Centre,Bath,"",BA1 1NW,4,fhrs_4_en-GB,2014-06-23,"","","",51.38033200000000,51.38033200000000
655888,14/00028/MIXED,The Bath Coffee Company,Retailers - other,4613,14 Kingsmead Square,City Centre,Bath,Bath And North East Somerset,BA1 2AD,5,fhrs_5_en-GB,2014-03-26,5,5,5,51.38138700000000,51.38138700000000
205554,06010/1900/3/049,The Bath Humbug Shop,Retailers - other,4613,Bath Humbug Shop,Guildhall Market,High Street,City Centre,BA2 4AW,5,fhrs_5_en-GB,2009-04-03,5,5,5,51.38241800000000,51.38241800000000
447655,12/00256/MIXED,The Bath Pantry,Retailers - other,4613,2 Church Street,City Centre,Bath,Bath And North East Somerset,BA1 1NL,5,fhrs_5_en-GB,2012-09-17,0,0,0,51.38078100000000,51.38078100000000
205286,14220/4900/2/000,The Bath Priory,Hotel/bed & breakfast/guest house,7842,Priory Hotel,Weston Road,Lower Weston,Bath,BA1 2XT,5,fhrs_5_en-GB,2011-05-09,5,5,5,51.39079600000000,51.39079600000000
204547,09000/0008/0/000,The Bath Sweet Shop,Retailers - other,4613,The Sweet Shop,8 North Parade Passage,Bath,"",BA1 1NX,5,fhrs_5_en-GB,2009-04-03,0,5,0,51.38076400000000,51.38076400000000
204412,07/00200/MIXED,The Bathwick Boatman Restaurant,Restaurant/Cafe/Canteen,1,The Boatman Restaurant,Forester Road,Bathwick,Bath,BA2 6QE,5,fhrs_5_en-GB,2014-05-14,5,5,5,51.38946700000000,51.38946700000000
499659,12/00334/MIXED,The Bear,Pub/bar/nightclub,7843,8 - 10 Wellsway,Bath,Bath And North East Somerset,"",BA2 3AQ,3,fhrs_3_en-GB,2013-01-17,10,5,10,51.37406600000000,51.37406600000000
588714,13/00175/MIXED,The Bear & Swan,Pub/bar/nightclub,7843,Bear & Swan,13 South Parade,Chew Magna,Bristol,BS40 8SL,3,fhrs_3_en-GB,2013-11-20,"","","",51.36566700000000,51.36566700000000
550913,13/00068/MIXED,The Bear Pad,Restaurant/Cafe/Canteen,1,7 Hayes Place,Holloway,Widcombe,Bath,BA2 4QW,5,fhrs_5_en-GB,2013-05-08,5,0,5,51.37457100000000,51.37457100000000
204542,01190/0007/0/000,The Belmont Guest House,Hotel/bed & breakfast/guest house,7842,The Belmont,7 Belmont,Bath,"",BA1 5DZ,5,fhrs_5_en-GB,2012-07-16,5,5,5,51.38664500000000,51.38664500000000
520696,12/00316/MIXED,The Bertinet Bakery,Other catering premises,7841,2 Brunel Square,Bath,"","",BA1 1SX,5,fhrs_5_en-GB,2013-01-30,5,5,5,51.37744200000000,51.37744200000000
204923,06/00073/FOOD,The Bertinet Kitchen,Other catering premises,7841,12 St Andrew's Terrace,City Centre,Bath,Bath And North East Somerset,BA1 2QR,5,fhrs_5_en-GB,2014-04-14,0,0,0,51.38560700000000,51.38560700000000
577030,12/00124/MIXED,The Best Western Abbey Hotel Bath,Hotel/bed & breakfast/guest house,7842,Abbey Hotel,1 North Parade,City Centre,Bath,BA1 1LF,5,fhrs_5_en-GB,2013-08-05,0,5,0,51.38062300000000,51.38062300000000
205255,11/00036/FOOD,The Bijoux Bakery,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2011-07-21,5,5,5,"",""
482008,12/00348/MIXED,The Bladud's Head,Pub/bar/nightclub,7843,1 - 3 Catsley Place,Larkhall,Bath,Bath And North East Somerset,BA1 6TA,5,fhrs_5_en-GB,2012-11-28,5,5,5,51.40163200000000,51.40163200000000
204889,01970/0002/0/000,The Body Shop,Retailers - other,4613,The Body Shop,2 Burton Street,City Centre,Bath,BA1 1BN,Exempt,fhrs_exempt_en-GB,2012-11-13,"","","",51.38278000000000,51.38278000000000
642864,13/00123/FOOD,The Bramble Kitchen,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2014-03-12,0,0,0,"",""
204500,16536/0002/0/000,The Brandon Trust,Hospitals/Childcare/Caring Premises,5,2 Princess Close,Keynsham,Bristol,Bath And North East Somerset,BS31 2NG,Exempt,fhrs_exempt_en-GB,2014-03-06,"","","",51.40938200000000,51.40938200000000
205642,08/00246/MIXED,The Bridge Coffee Shop,Restaurant/Cafe/Canteen,1,The Bridge Coffee Shop,17 Pulteney Bridge,City Centre,Bath,BA2 4AY,3,fhrs_3_en-GB,2014-02-12,10,10,10,51.38303200000000,51.38303200000000
462977,12/00264/MIXED,The Bubbly Champagne Company Ltd,Retailers - other,4613,Homefields,Widcombe Hill,Hinton Blewett,Bristol,BS39 5AS,5,fhrs_5_en-GB,2012-10-31,5,5,5,51.30741000000000,51.30741000000000
204190,11/00114/MIXED,The Butchers Arms,Pub/bar/nightclub,7843,Butchers Arms,Timsbury Road,Farmborough,Bath,BA2 0AE,3,fhrs_3_en-GB,2013-12-02,10,10,10,51.34314600000000,51.34314600000000
205338,11/00166/FOOD,The Cakery,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2011-08-18,5,5,5,"",""
204797,11/00187/MIXED,The Canary Cafe,Other catering premises,7841,2 - 3 Queen Street,Bath,"","",BA1 1HE,5,fhrs_5_en-GB,2011-10-04,5,5,5,51.38273200000000,51.38273200000000
205526,15612/1400/2/000,The Catering Crew,School/college/university,7845,Connections Day Services,Frome Road,Radstock,Bath And North East Somerset,BA3 3LL,5,fhrs_5_en-GB,2013-12-18,0,0,0,51.28814000000000,51.28814000000000
204792,10/00012/MIXED,The Cedars Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,The Cedars,4 Bathford Hill,Bathford,Bath,BA1 7SL,5,fhrs_5_en-GB,2013-08-20,5,0,0,51.40082400000000,51.40082400000000
655891,14/00099/MIXED,The Charlton,Pub/bar/nightclub,7843,Longmeadow Road,Keynsham,Bristol,Bath And North East Somerset,BS31 2SD,5,fhrs_5_en-GB,2014-05-08,"","","",51.40628300000000,51.40628300000000
666603,14/00184/MIXED,The Charmbury Arms,Pub/bar/nightclub,7843,69 - 70 Brook Road,Twerton,Bath,Bath And North East Somerset,BA2 3RR,5,fhrs_5_en-GB,2014-04-02,5,5,5,51.38071800000000,51.38071800000000
204784,09/00140/MIXED,The Chelsea Cafe,Restaurant/Cafe/Canteen,1,8E Chelsea Road,Newbridge,Bath,Bath And North East Somerset,BA1 3DU,3,fhrs_3_en-GB,2013-02-05,10,10,10,51.38511700000000,51.38511700000000
482000,12/00281/MIXED,The Chelsea Road Delicatessen,Retailers - other,4613,8 Chelsea Road,Newbridge,Bath,"",BA1 3DU,5,fhrs_5_en-GB,2014-07-14,5,5,5,51.38511700000000,51.38511700000000
204420,10/00157/MIXED,The Chequers,Pub/bar/nightclub,7843,50 Rivers Street,City Centre,Bath,"",BA1 2QA,5,fhrs_5_en-GB,2014-01-28,5,5,5,51.38757200000000,51.38757200000000
520718,13/00053/MIXED,The Chilli Hut,Retailers - other,4613,Green Park Station,Green Park Road,City Centre,Bath,BA1 1JB,5,fhrs_5_en-GB,2013-02-28,5,5,5,51.38153800000000,51.38153800000000
204005,15697/0108/0/000,The Chip Inn,Takeaway/sandwich shop,7844,Chip Inn,108 High Street,Midsomer Norton,Radstock,BA3 2DA,4,fhrs_4_en-GB,2013-10-21,5,10,5,51.28600000000000,51.28600000000000
359661,12/00125/MIXED,The Coco Lounge,Restaurant/Cafe/Canteen,1,The Cocoa Lounge,55 High Street,Midsomer Norton,"",BA3 2DQ,5,fhrs_5_en-GB,2012-02-22,5,0,0,51.28871000000000,51.28871000000000
204023,09/00011/MIXED,The Coffee Hut,Takeaway/sandwich shop,7844,17A Bath Road,Peasedown St. John,Bath,Bath And North East Somerset,BA2 8DH,5,fhrs_5_en-GB,2012-03-27,5,5,5,51.31504100000000,51.31504100000000
205631,11070/1000/0/000,The Common Room,Pub/bar/nightclub,7843,2 Saville Row,Lansdown,Bath,"",BA1 2QP,5,fhrs_5_en-GB,2009-04-02,5,5,0,51.38633700000000,51.38633700000000
204161,09/00048/MIXED,The Community Bus,Mobile caterer,7846,Bath & North East Somerset Council,Access Road To Council Depot,Radstock,Bath And North East Somerset,BA3 2AA,5,fhrs_5_en-GB,2014-03-12,0,0,0,51.29134900000000,51.29134900000000
204732,09/00041/MIXED,The Compton Inn,Pub/bar/nightclub,7843,Compton Inn,Court Hill,Compton Dando,Bristol,BS39 4JZ,2,fhrs_2_en-GB,2013-05-17,5,15,10,51.37800300000000,51.37800300000000
205385,10/00325/MIXED,The Connies Tea Shop,Other catering premises,7841,The Connies Tea Room,The Connies,The Square,Timsbury,BA2 0HY,5,fhrs_5_en-GB,2013-11-20,5,0,5,51.32666300000000,51.32666300000000
204612,09/00035/MIXED,The Co-operative,Retailers - supermarkets/hypermarkets,7840,111 - 115 High Street,Twerton,Bath,"",BA2 1DB,4,fhrs_4_en-GB,2010-10-13,5,5,10,51.37971300000000,51.37971300000000
688881,13/00193/MIXED,The Co-operative,Retailers - supermarkets/hypermarkets,7840,Bristol Road,Farrington Gurney,Bristol,Bath And North East Somerset,BS39 6TQ,5,fhrs_5_en-GB,2014-07-23,0,0,0,51.30007100000000,51.30007100000000
204501,18463/1200/2/000,The Co-Operative,Retailers - supermarkets/hypermarkets,7840,Radstock Co-Operative Society Ltd,High Street,Chew Magna,"",BS40 8PR,5,fhrs_5_en-GB,2012-08-03,5,5,0,51.36547500000000,51.36547500000000
205119,10/00075/MIXED,The Co-Operative,Retailers - supermarkets/hypermarkets,7840,The Co-operative,4 - 5 Hill Court,Paulton,Bristol,BS39 7QG,4,fhrs_4_en-GB,2014-03-25,5,10,5,51.30671300000000,51.30671300000000
550918,13/00096/MIXED,The Co-Operative,Retailers - other,4613,The Co-operative,61 Queens Road,Keynsham,"",BS31 2NW,5,fhrs_5_en-GB,2013-05-16,0,0,0,51.40866900000000,51.40866900000000
462969,12/00218/MIXED,The Co-Operative Fosseway,Retailers - other,4613,Radstock Co-operative Society Ltd,32 Fosseway,Westfield,Midsomer Norton,BA3 4AX,4,fhrs_4_en-GB,2012-10-29,10,0,10,51.27902800000000,51.27902800000000
204868,08/00184/MIXED,The Co-operative Pharmacy,Retailers - other,4613,3 Claremont Terrace,Camden Road,Beacon Hill,Bath,BA1 6EH,Exempt,fhrs_exempt_en-GB,2014-04-08,"","","",51.39498700000000,51.39498700000000
359666,12/00148/MIXED,The Cork,Pub/bar/nightclub,7843,11 - 12 Westgate Buildings,City Centre,Bath,"",BA1 1EB,4,fhrs_4_en-GB,2013-11-11,5,10,5,51.38055400000000,51.38055400000000
205579,11/00020/MIXED,The County Hotel,Hotel/bed & breakfast/guest house,7842,County Hotel,18 - 19 Pulteney Road,Bathwick,Bath,BA2 4EZ,5,fhrs_5_en-GB,2012-10-03,5,5,5,51.38283400000000,51.38283400000000
204162,07270/0003/0/000,The Court Yard,Restaurant/Cafe/Canteen,1,The Courtyard,3 Lilliput Court,City Centre,Bath,BA1 1ND,4,fhrs_4_en-GB,2013-04-17,5,0,10,51.38061100000000,51.38061100000000
359671,12/00189/FOOD,The Cribb,Restaurant/Cafe/Canteen,1,City Of Bath College,Avon Street,City Centre,Bath,BA1 1UN,5,fhrs_5_en-GB,2012-04-25,0,5,5,51.38083100000000,51.38083100000000
521397,12/00343/MIXED,The Crown,Pub/bar/nightclub,7843,Crown Inn,63 Bristol Road,Keynsham,Bristol,BS31 2WA,4,fhrs_4_en-GB,2013-03-06,"","","",51.41811200000000,51.41811200000000
203940,10/00368/MIXED,The Crown At Bathford,Pub/bar/nightclub,7843,Crown Inn,2 Bathford Hill,Bathford,Bath,BA1 7SL,5,fhrs_5_en-GB,2013-02-26,5,5,5,51.40082400000000,51.40082400000000
204835,15141/0500/0/000,The Crown Public House,Pub/bar/nightclub,7843,The Crown,500 Bath Road,Saltford,Bristol,BS31 3HJ,4,fhrs_4_en-GB,2013-10-21,5,5,10,51.40059500000000,51.40059500000000
668094,13/00233/MIXED,The Cupcakery,Hotel/bed & breakfast/guest house,7842,"","","","","",5,fhrs_5_en-GB,2014-04-11,5,5,5,"",""
554684,12/00362/MIXED,The Curfew Ale House And Dining Room,Pub/bar/nightclub,7843,The Curfew,11 Cleveland Place West,Walcot,Bath,BA1 5DG,5,fhrs_5_en-GB,2013-05-17,0,5,0,51.38985000000000,51.38985000000000
204763,02560/0010/0/000,The Desh Indian Restaurant,Restaurant/Cafe/Canteen,1,Desh Restaurant,10 Chelsea Road,Newbridge,Bath,BA1 3DU,4,fhrs_4_en-GB,2014-01-21,5,5,10,51.38511700000000,51.38511700000000
205019,09/00214/MIXED,The Devonshire Arms,Pub/bar/nightclub,7843,Devonshire Arms,139 Wellsway,Bath,Bath And North East Somerset,BA2 4RY,4,fhrs_4_en-GB,2013-12-06,10,5,5,51.36944800000000,51.36944800000000
205359,08/00188/MIXED,The Earl Of Manvers,Pub/bar/nightclub,7843,8 - 9 Manvers Street,Bath,"","",BA1 1JQ,5,fhrs_5_en-GB,2011-09-29,5,5,5,51.37912200000000,51.37912200000000
204852,12220/0041/0/000,The Edinburgh Woollen Mill,Retailers - other,4613,The Edinburgh Woollen Mill Ltd,41 Stall Street,City Centre,Bath,BA1 1QH,Exempt,fhrs_exempt_en-GB,2014-03-25,"","","",51.38125200000000,51.38125200000000
204771,10/00383/MIXED,The Egg Cafe,Restaurant/Cafe/Canteen,1,The Egg Café,Theatre Royal,Sawclose,City Centre,BA1 1ET,5,fhrs_5_en-GB,2014-07-25,"","","",51.38205500000000,51.38205500000000
205676,11/00152/MIXED,The Farrington Inn,Pub/bar/nightclub,7843,Farrington Inn,Bristol Road,Farrington Gurney,Bristol,BS39 6TG,5,fhrs_5_en-GB,2013-03-12,0,0,5,51.29954600000000,51.29954600000000
204153,10/00035/MIXED,The Fat Friar,Takeaway/sandwich shop,7844,227 London Road East,Batheaston,Bath,Bath And North East Somerset,BA1 7NB,5,fhrs_5_en-GB,2013-07-01,5,0,5,51.40562700000000,51.40562700000000
204303,09/00170/MIXED,The Filling Station,Other catering premises,7841,6 London Street,Walcot,Bath,"",BA1 5BU,4,fhrs_4_en-GB,2014-01-14,5,10,5,51.38890000000000,51.38890000000000
205236,08/00148/MIXED,The Folly Farm Centre,Other catering premises,7841,Folly Farm,Folly Lane,Stowey,Bristol,BS39 4DW,5,fhrs_5_en-GB,2011-03-04,5,5,5,51.34109300000000,51.34109300000000
666582,12/00267/FOOD,The Full Spoon,Other catering premises,7841,Codrington Cottage,Church Lane,Stanton Drew,Bristol,BS39 4EW,5,fhrs_5_en-GB,2014-05-08,0,0,0,51.36637400000000,51.36637400000000
204497,11090/1500/2/000,The Gala Club,Other catering premises,7841,Gala Social Club,Saw Close,City Centre,Bath,BA1 1EY,5,fhrs_5_en-GB,2011-12-16,0,5,0,51.38216500000000,51.38216500000000
205337,11/00118/MIXED,The George And Dragon,Pub/bar/nightclub,7843,George & Dragon,223 London Road East,Batheaston,Bath,BA1 7NB,5,fhrs_5_en-GB,2014-01-14,"","","",51.40562700000000,51.40562700000000
633683,12/00283/MIXED,The George Inn,Pub/bar/nightclub,7843,George Inn,Mill Lane,Bathampton,Bath,BA2 6TR,5,fhrs_5_en-GB,2014-02-04,5,5,5,51.39670400000000,51.39670400000000
204943,12/00004/MIXED,The Georgian Stables At Smallcombe House,Hotel/bed & breakfast/guest house,7842,41 Sydney Buildings,Bathwick,Bath,Bath And North East Somerset,BA2 6DB,5,fhrs_5_en-GB,2011-12-19,0,0,5,51.37926000000000,51.37926000000000
203948,08460/0002/0/000,The Golden Dragon,Takeaway/sandwich shop,7844,The Golden Dragon,2 Monmouth Place,City Centre,Bath,BA1 2AT,2,fhrs_2_en-GB,2014-01-21,15,15,10,51.38299500000000,51.38299500000000
520709,13/00002/MIXED,The Green Rocket Cafe,Restaurant/Cafe/Canteen,1,1 Pierrepont Street,City Centre,Bath,Bath And North East Somerset,BA1 1LB,5,fhrs_5_en-GB,2013-02-19,0,0,5,51.38031900000000,51.38031900000000
204402,06/00014/MIXED,The Green Room Bistro,Restaurant/Cafe/Canteen,1,Mission Theatre,32 Corn Street,City Centre,Bath,BA1 1UF,5,fhrs_5_en-GB,2012-05-29,0,0,0,51.37902000000000,51.37902000000000
204897,09/00147/MIXED,The Green Shop Ltd,Restaurant/Cafe/Canteen,1,The Green Shop,10 South Road,Midsomer Norton,Radstock,BA3 2EZ,5,fhrs_5_en-GB,2013-05-16,5,5,5,51.28575800000000,51.28575800000000
521398,12/00358/MIXED,The Greyhound,Pub/bar/nightclub,7843,Greyhound Hotel,1 High Street,Midsomer Norton,Radstock,BA3 2LE,4,fhrs_4_en-GB,2013-05-07,"","","",51.28608000000000,51.28608000000000
204388,11/00140/MIXED,The Griffin Inn,Pub/bar/nightclub,7843,Griffin Inn,Monmouth Street,City Centre,Bath,BA1 2AP,3,fhrs_3_en-GB,2013-01-28,5,10,10,51.38248100000000,51.38248100000000
204413,11/00238/MIXED,The Grocer On Locksbrook,Restaurant/Cafe/Canteen,1,The Grocer At Locksbrook,16 Windsor Villas,Lower Weston,Bath,BA1 3DJ,5,fhrs_5_en-GB,2014-01-21,0,5,0,51.38415700000000,51.38415700000000
205223,09020/1200/2/000,The Hadley Arms Public House,Pub/bar/nightclub,7843,Hadley Arms,North Road,Combe Down,Bath,BA2 5DH,1,fhrs_1_en-GB,2014-02-26,10,15,20,51.36218100000000,51.36218100000000
204861,10/00032/MIXED,The Halcyon Hotel And Circo Bar,Hotel/bed & breakfast/guest house,7842,Halcyon Hotel,2 - 3 South Parade,City Centre,Bath,BA2 4AA,3,fhrs_3_en-GB,2012-12-13,5,10,10,51.38018400000000,51.38018400000000
579119,13/00135/MIXED,The Herd Restaurant,Other catering premises,7841,The Herd,12 Argyle Street,Bathwick,Bath,BA2 4BQ,5,fhrs_5_en-GB,2013-07-16,5,5,0,51.38321400000000,51.38321400000000
205122,10/00119/MIXED,The Highgrove Shop,Retailers - other,4613,38 Milsom Street,City Centre,Bath,"",BA1 1DP,Exempt,fhrs_exempt_en-GB,2014-04-23,"","","",51.41457000000000,51.41457000000000
204915,05660/2000/2/000,The Hollies,Hotel/bed & breakfast/guest house,7842,Hatfield Road,Bloomfield,Bath,Bath And North East Somerset,BA2 2BD,5,fhrs_5_en-GB,2012-08-21,5,5,5,51.36833700000000,51.36833700000000
205423,15472/9029/2/000,The Hollies B&B,Hotel/bed & breakfast/guest house,7842,The Hollies,Pensford Hill,Pensford,Bristol,BS39 4AA,5,fhrs_5_en-GB,2008-07-22,5,5,5,51.37318600000000,51.37318600000000
579121,13/00153/MIXED,The Huntsman,Pub/bar/nightclub,7843,The Huntsman Inn,1 Terrace Walk,City Centre,Bath,BA1 1LJ,5,fhrs_5_en-GB,2013-08-19,5,5,5,51.38080100000000,51.38080100000000
205504,09/00070/MIXED,The Hut,Hospitals/Childcare/Caring Premises,5,Hinton Close,Twerton,Bath,"",BA2 1RX,5,fhrs_5_en-GB,2014-01-20,5,5,5,51.38183800000000,51.38183800000000
666594,14/00106/MIXED,The Ice Cream Stop,Mobile caterer,7846,Pitch 119,Street Trading,"","","",5,fhrs_5_en-GB,2014-06-05,0,0,0,"",""
204658,05840/0011/0/000,The Kennard Hotel,Hotel/bed & breakfast/guest house,7842,Kennard Hotel,11 Henrietta Street,Bathwick,Bath,BA2 6LL,5,fhrs_5_en-GB,2013-06-05,5,5,5,51.38431100000000,51.38431100000000
428850,12/00150/FOOD,The Kids Lunch Box Company,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2012-07-16,5,5,5,"",""
624018,13/00212/MIXED,The Kings Arms,Pub/bar/nightclub,7843,King's Arms,1 Monmouth Place,City Centre,Bath,BA1 2AT,4,fhrs_4_en-GB,2014-01-15,5,0,10,51.38299500000000,51.38299500000000
581148,13/00014/MIXED,The Kitchen,Restaurant/Cafe/Canteen,1,Marks And Spencer,16 - 18 Stall Street,City Centre,Bath,BA1 1QB,5,fhrs_5_en-GB,2013-08-21,0,5,0,51.38004200000000,51.38004200000000
204705,15964/1200/2/000,The Laurels Nursing Home,Hospitals/Childcare/Caring Premises,5,The Laurels,South Road,Timsbury,Bath,BA2 0ER,4,fhrs_4_en-GB,2014-01-22,5,5,10,51.32340300000000,51.32340300000000
642879,14/00100/MIXED,The Learning Tree Day Nursery,School/college/university,7845,Nursery School,Eckweek Road,Peasedown St. John,Bath,BA2 8EQ,4,fhrs_4_en-GB,2014-03-12,0,10,5,51.31840000000000,51.31840000000000
205158,06/00306/FOOD,The Link,School/college/university,7845,The Link School,Frome Road,Odd Down,Bath,BA2 5RF,5,fhrs_5_en-GB,2012-06-28,5,5,0,51.35600900000000,51.35600900000000
204944,12030/1000/2/000,The Little Theatre,Retailers - other,4613,Little Theatre,Bath Street,City Centre,Bath,BA1 1SF,Exempt,fhrs_exempt_en-GB,2014-03-12,"","","",51.38101500000000,51.38101500000000
204042,10/00021/MIXED,The Lunch Company,Takeaway/sandwich shop,7844,The Lunch Company,81 Lower Bristol Road,Westmoreland,Bath,BA2 3BQ,5,fhrs_5_en-GB,2012-10-17,0,0,5,51.37983300000000,51.37983300000000
204210,06/00350/MIXED,The Luncheon Club,Restaurant/Cafe/Canteen,1,The Salvation Army,Green Park Road,City Centre,Bath,BA1 1XE,4,fhrs_4_en-GB,2009-11-20,5,5,10,51.38130900000000,51.38130900000000
203982,05970/0105/A/000,The Magic Wok,Takeaway/sandwich shop,7844,Magic Wok Chinese Take Away,105A High Street,Twerton,Bath,BA2 1DB,4,fhrs_4_en-GB,2011-09-21,5,5,10,51.37971300000000,51.37971300000000
205500,08630/0020/0/000,The Meeting Place,Hotel/bed & breakfast/guest house,7842,20 Mount Road,Southdown,Bath,Bath And North East Somerset,BA2 1LD,5,fhrs_5_en-GB,2012-08-10,0,0,5,51.36653400000000,51.36653400000000
204329,15699/0000/2/000,The Memorial Hall,Other catering premises,7841,Memorial Hall,High Street,Hinton Charterhouse,Bath,BA2 7SW,Exempt,fhrs_exempt_en-GB,2014-03-26,"","","",51.32185800000000,51.32185800000000
205739,11/00216/MIXED,The Mint Room,Other catering premises,7841,Lower Bristol Road,Westmoreland,Bath,"",BA2 3EB,5,fhrs_5_en-GB,2014-07-08,"","","",51.38099600000000,51.38099600000000
520712,13/00013/MIXED,The Moody Goose At The Old Priory,Hotel/bed & breakfast/guest house,7842,The Moody Goose Restaurant  The Pri,19 Church Square,Midsomer Norton,Radstock,BA3 2HX,4,fhrs_4_en-GB,2013-01-30,0,10,10,51.28605600000000,51.28605600000000
579117,13/00119/MIXED,The National Plant & Equipment Register Ltd,Retailers - other,4613,Station House,Ashley Avenue,Lower Weston,Bath,BA1 3DS,5,fhrs_5_en-GB,2013-06-07,5,5,5,51.38394600000000,51.38394600000000
204874,05/00083/MIXED,The National Trust,Restaurant/Cafe/Canteen,1,Prior Park Landscape Gardens,Ralph Allen Drive,Lyncombe,Bath,BA2 5AE,5,fhrs_5_en-GB,2013-05-16,5,5,5,51.36358400000000,51.36358400000000
633694,14/00037/MIXED,The New Inn,Pub/bar/nightclub,7843,New Inn,23 - 24 Monmouth Place,City Centre,Bath,BA1 2AY,5,fhrs_5_en-GB,2014-02-13,5,5,5,51.38289900000000,51.38289900000000
205509,15770/0020/0/000,The Old Bank Public House,Pub/bar/nightclub,7843,The Old Bank,20 High Street,Keynsham,"",BS31 1DQ,4,fhrs_4_en-GB,2013-07-31,0,10,0,51.41700600000000,51.41700600000000
