FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,HygieneScore,StructuralScore,ConfidenceInManagementScore,Latitude,Longitude
244491,11/00257/MIXED,@ Mays Cafe,Other catering premises,7841,Level 1,2 Holly Court,High Street,Midsomer Norton,BA3 2DB,3,fhrs_3_en-GB,2013-11-19,10,10,10,51.28568400000000,51.28568400000000
204954,15456/9111/3/C01,3-2-4 Play Group,Hospitals/Childcare/Caring Premises,5,Chandag Infants School,Chandag Road,Keynsham,"",BS31 1PQ,Exempt,fhrs_exempt_en-GB,2014-02-06,"","","",51.40939300000000,51.40939300000000
204072,10/00089/MIXED,4 West Cafe,School/college/university,7845,4 West Cafe,4 University Of Bath Campus,Claverton Down,Bath,BA2 7BT,5,fhrs_5_en-GB,2012-10-17,0,5,0,51.38045000000000,51.38045000000000
204512,09/00065/MIXED,55a North Road,Hotel/bed & breakfast/guest house,7842,55A North Road,Combe Down,Bath,Bath And North East Somerset,BA2 5DF,5,fhrs_5_en-GB,2012-09-10,5,5,5,51.36177800000000,51.36177800000000
204684,11/00094/MIXED,7 Day Catering Ltd,Restaurant/Cafe/Canteen,1,Sainsbury's Supermarket Limited,170 Frome Road,Odd Down,Bath,BA2 5RF,5,fhrs_5_en-GB,2013-08-09,5,0,0,51.35600900000000,51.35600900000000
204117,16637/9311/2/000,A J Wyatt,Retailers - other,4613,Stowey House Farm,The Street,Stowey,Bristol,BS39 5TQ,Exempt,fhrs_exempt_en-GB,2014-03-10,"","","",51.33339200000000,51.33339200000000
204430,07120/0002/0/000,Abbey Ales Limited,Manufacturers/packers,7839,Abbey Ales,2 Lansdown Road,City Centre,Bath,BA1 5EE,5,fhrs_5_en-GB,2012-03-19,5,5,5,51.38918600000000,51.38918600000000
520684,12/00199/MIXED,Abbey Rectory Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,The Abbey Rectory  Redwood House,Trossachs Drive,Bathwick,Bath,BA2 6RP,5,fhrs_5_en-GB,2013-03-12,5,5,5,51.38995400000000,51.38995400000000
204695,13950/0097/0/000,Abbey Rise,Hotel/bed & breakfast/guest house,7842,97 Wells Road,Lyncombe,Bath,"",BA2 3AN,4,fhrs_4_en-GB,2012-08-31,5,5,10,51.37675700000000,51.37675700000000
203954,05/00027/FOOD,Abbot House,Hotel/bed & breakfast/guest house,7842,168 Newbridge Road,Newbridge,Bath,"",BA1 3LE,5,fhrs_5_en-GB,2013-09-16,5,5,5,51.38694700000000,51.38694700000000
499667,13/00015/MIXED,Academy Of Trinity,School/college/university,7845,Trinity C Of E Primary School,Woodborough Lane,Radstock,Bath And North East Somerset,BA3 3DE,5,fhrs_5_en-GB,2013-03-19,"","","",51.29846200000000,51.29846200000000
205746,15518/1000/3/C01,Acorn Pre-School,Other catering premises,7841,Paulton Village Hall,Farrington Road,Paulton,Bristol,BS39 7LW,Exempt,fhrs_exempt_en-GB,2014-03-31,"","","",51.30677500000000,51.30677500000000
584477,13/00130/MIXED,Acorn Vegetarian Kitchen,Restaurant/Cafe/Canteen,1,Demuths Vegetarian Restaurant,2 North Parade Passage,City Centre,Bath,BA1 1NX,4,fhrs_4_en-GB,2013-12-10,"","","",51.38076400000000,51.38076400000000
204986,10/00121/MIXED,Adel's,Other catering premises,7841,34 Shaftesbury Road,Oldfield Park,Bath,"",BA2 3LJ,3,fhrs_3_en-GB,2014-07-21,"","","",51.37650500000000,51.37650500000000
205347,10050/0005/0/000,Adventure Cafe,Restaurant/Cafe/Canteen,1,5 Princes Buildings,City Centre,Bath,"",BA1 2ED,2,fhrs_2_en-GB,2014-07-09,10,15,10,51.38524200000000,51.38524200000000
205231,11/00293/FOOD,After School Club,School/college/university,7845,Chew Stoke Primary School,School Lane,Chew Stoke,Bristol,BS40 8UY,5,fhrs_5_en-GB,2012-01-17,0,0,0,51.35219000000000,51.35219000000000
204280,11/00302/MIXED,After School Club,School/college/university,7845,Farmborough Vc Primary School,The Street,Farmborough,Bath,BA2 0FY,5,fhrs_5_en-GB,2011-12-23,5,5,5,51.34308500000000,51.34308500000000
204742,07/00150/FOOD,Age Concern Lunch Club,Restaurant/Cafe/Canteen,1,Midsomer Norton Methodist Church Ce,High Street,Midsomer Norton,Radstock,BA3 2DR,5,fhrs_5_en-GB,2012-10-29,0,5,0,51.28699100000000,51.28699100000000
204101,09/00128/MIXED,Aio Restaurant,Restaurant/Cafe/Canteen,1,Aio,7 Edgar Buildings,City Centre,Bath,BA1 2EE,5,fhrs_5_en-GB,2011-05-23,5,5,5,51.38519500000000,51.38519500000000
205129,08470/0003/0/000,Al Falafel,Takeaway/sandwich shop,7844,Al Felafel Takeaway 3 Monmouth Stre,City Centre,Bath,"",BA1 2AJ,5,fhrs_5_en-GB,2013-10-08,"","","",51.38149600000000,51.38149600000000
204620,11/00021/MIXED,Albany Guest House (Bath) Ltd,Hotel/bed & breakfast/guest house,7842,Albany Guest House,24 Crescent Gardens,Kingsmead,Bath,BA1 2NB,5,fhrs_5_en-GB,2013-01-02,"","","",51.38361100000000,51.38361100000000
205647,08/00193/MIXED,Alice Park Cafe,Restaurant/Cafe/Canteen,1,Alice Park,Gloucester Road,Lower Swainswick,Bath,BA1 7BL,4,fhrs_4_en-GB,2013-09-17,5,5,10,51.39826000000000,51.39826000000000
204673,08/00064/MIXED,Alice Park Nursery,Hospitals/Childcare/Caring Premises,5,1 Alice Park,Gloucester Road,Lower Swainswick,Bath,BA1 7BL,4,fhrs_4_en-GB,2014-04-28,5,0,10,51.39826000000000,51.39826000000000
624014,12/00210/MIXED,Alice's Cakes,Manufacturers/packers,7839,Piccadilly Antiques,280 High Street,Batheaston,Bath,BA1 7RA,5,fhrs_5_en-GB,2014-01-06,5,5,5,51.40541100000000,51.40541100000000
204919,10/00097/FOOD,Alison Stubbs (St Luke's Coffee Shop),Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2013-08-21,5,5,5,"",""
204860,06010/0030/0/000,All Bar One,Pub/bar/nightclub,7843,All Bar One,11 - 12 High Street,City Centre,Bath,BA1 5AQ,4,fhrs_4_en-GB,2013-10-30,0,10,5,51.38191200000000,51.38191200000000
205659,05990/1800/2/000,All Saints Church Centre Lunch Club,Restaurant/Cafe/Canteen,1,All Saints Church Centre,High Street,Upper Weston,Bath,BA1 4BX,5,fhrs_5_en-GB,2013-07-16,0,0,5,51.39566100000000,51.39566100000000
655885,10/00118/FOOD,American Kitchen,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2012-03-16,5,5,5,"",""
204092,07/00004/MIXED,Anabelle's Guest House,Hotel/bed & breakfast/guest house,7842,6 Manvers Street,Bath,"","",BA1 1JQ,5,fhrs_5_en-GB,2013-04-23,5,5,5,51.37912200000000,51.37912200000000
205114,05260/0055/0/000,Anchor Housing Association,Hospitals/Childcare/Caring Premises,5,Fitzroy House,55 - 59 Great Pulteney Street,Bathwick,Bath,BA2 4DW,5,fhrs_5_en-GB,2013-02-15,5,5,5,51.38442900000000,51.38442900000000
204156,11/00150/FOOD,And Eat It,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2011-10-11,5,5,5,"",""
204405,06/00066/MIXED,Andy Payne Fruit And Veg,Mobile caterer,7846,Collingwood,Undertown Lane,Compton Martin,Bristol,BS40 6ND,5,fhrs_5_en-GB,2012-03-26,5,5,5,51.31249500000000,51.31249500000000
204436,01580/2300/2/000,Angelfish Restaurant,Restaurant/Cafe/Canteen,1,Brassknocker Basin,Warminster Road,Monkton Combe,Bath,BA2 7JD,5,fhrs_5_en-GB,2013-02-21,5,5,5,51.35824400000000,51.35824400000000
668102,14/00167/MIXED,Angelina Lewis Cakes,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2014-05-08,5,5,5,"",""
205585,09/00189/FOOD,Anna Woodhouse,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2013-08-22,5,5,0,"",""
205254,11/00032/MIXED,Ann's Van (Snack Shack),Mobile caterer,7846,Travis Perkins Trading Co Ltd  Hill,Lower Bristol Road,Westmoreland,Bath,BA2 3EE,1,fhrs_1_en-GB,2014-07-15,15,10,20,51.37951700000000,51.37951700000000
668092,13/00100/FOOD,Antonia Jane's Sweet Indulgence,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2014-04-11,5,5,5,"",""
204247,09/00012/FOOD,Apple Moon,Other catering premises,7841,"","","","","",4,fhrs_4_en-GB,2009-03-30,5,10,5,"",""
204240,11700/1100/3/C01,Apple Tree Day Nursery,Hospitals/Childcare/Caring Premises,5,Spring Lane,Larkhall,Bath,Bath And North East Somerset,BA1 6NY,5,fhrs_5_en-GB,2011-05-09,5,5,0,51.39948500000000,51.39948500000000
204589,14980/4200/2/000,Apple Tree Inn,Pub/bar/nightclub,7843,The Apple Tree Inn,Rag Hill,Shoscombe,"",BA2 8LS,4,fhrs_4_en-GB,2014-01-22,5,5,10,51.30667500000000,51.30667500000000
204395,08860/0141/0/000,Apsley House Hotel,Hotel/bed & breakfast/guest house,7842,141 Newbridge Hill,Newbridge,Bath,"",BA1 3PT,5,fhrs_5_en-GB,2013-08-28,5,5,5,51.38763600000000,51.38763600000000
204049,07/00100/MIXED,Aqua Bar And Restaurant,Restaurant/Cafe/Canteen,1,Aqua Restaurant,88 Walcot Street,City Centre,Bath,BA1 5BD,3,fhrs_3_en-GB,2011-09-13,10,10,5,51.38587700000000,51.38587700000000
204778,08870/0174/0/000,Aquae Sulis Hotel,Hotel/bed & breakfast/guest house,7842,176 Newbridge Road,Newbridge,Bath,"",BA1 3LE,5,fhrs_5_en-GB,2010-02-16,5,5,0,51.38694700000000,51.38694700000000
204070,07560/2600/2/000,Archway Cafe,Restaurant/Cafe/Canteen,1,Arch 7,Lower Bristol Road,Westmoreland,Bath,BA2 1EP,4,fhrs_4_en-GB,2013-03-20,"","","",51.38076700000000,51.38076700000000
204504,N05/00114/FOOD,Argos,Retailers - other,4613,Argos 32 High Street,Midsomer Norton,Radstock,"",BA3 2DW,Exempt,fhrs_exempt_en-GB,2014-02-19,"","","",51.28724500000000,51.28724500000000
203977,06/00184/MIXED,Argos,Retailers - other,4613,Upper Bristol Road,Lower Weston,Bath,"",BA1 3AS,Exempt,fhrs_exempt_en-GB,2014-02-19,"","","",51.41457000000000,51.41457000000000
205576,05/00194/FOOD,Aroma Foods,Mobile caterer,7846,Corston Fields Farm,Wheatsheaf Lane,Stanton Prior,Bath,BA2 9EZ,4,fhrs_4_en-GB,2013-11-15,5,10,5,51.38196700000000,51.38196700000000
204266,00890/0039/0/000,Ashgrove Guest House,Hotel/bed & breakfast/guest house,7842,Ashgrove Guest House,39 Bathwick Street,Bathwick,Bath,BA2 6PA,5,fhrs_5_en-GB,2012-10-03,5,5,5,51.38730800000000,51.38730800000000
521395,12/00276/MIXED,Ashley House,Hotel/bed & breakfast/guest house,7842,8 Pulteney Gardens,Widcombe,Bath,"",BA2 4HG,4,fhrs_4_en-GB,2013-03-15,5,10,5,51.37986200000000,51.37986200000000
204299,08870/0026/0/000,Ashley Villa,Hotel/bed & breakfast/guest house,7842,Ashley Villa Hotel,26 Newbridge Road,Newbridge,Bath,BA1 3JZ,4,fhrs_4_en-GB,2012-03-16,5,10,5,51.38450100000000,51.38450100000000
204484,14710/0001/3/C02,Ask,Restaurant/Cafe/Canteen,1,Ask Pizza And Pasta Restaurant 1 Yo,George Street,City Centre,Bath,BA1 2EB,5,fhrs_5_en-GB,2013-12-06,5,5,0,51.38487300000000,51.38487300000000
204080,09380/0014/0/000,Astor House,Hotel/bed & breakfast/guest house,7842,14 Oldfield Road,Oldfield Park,Bath,"",BA2 3ND,5,fhrs_5_en-GB,2012-08-10,5,5,5,51.37475400000000,51.37475400000000
633686,13/00173/MIXED,Atelier Nursery Limited,Hospitals/Childcare/Caring Premises,5,Atelier Nursery,Dover Place,Walcot,Bath,BA1 6DX,4,fhrs_4_en-GB,2014-02-05,5,5,10,51.39266000000000,51.39266000000000
205041,09/00104/MIXED,Athole Guest House,Hotel/bed & breakfast/guest house,7842,33 Upper Oldfield Park,Oldfield Park,Bath,"",BA2 3JX,5,fhrs_5_en-GB,2012-10-11,5,5,0,51.37540200000000,51.37540200000000
205227,07/00203/FOOD,Atrium Cafe,Restaurant/Cafe/Canteen,1,Central Wing,Royal United Hospital,Lower Weston,Bath,BA1 3NG,5,fhrs_5_en-GB,2013-02-14,0,5,0,51.39167400000000,51.39167400000000
204992,08/00201/MIXED,Austen Guest House,Hotel/bed & breakfast/guest house,7842,55 Wellsway,Bath,Bath And North East Somerset,"",BA2 4RT,5,fhrs_5_en-GB,2008-09-26,5,5,5,51.37229800000000,51.37229800000000
204120,15242/0071/0/000,Avon Gold,Retailers - other,4613,Avon Gold Ltd,71 Queens Road,Keynsham,Bristol,BS31 2NW,4,fhrs_4_en-GB,2010-03-15,10,0,5,51.40866900000000,51.40866900000000
205705,10190/0001/0/000,Avon Guest House,Hotel/bed & breakfast/guest house,7842,1 Pulteney Gardens,Widcombe,Bath,Bath And North East Somerset,BA2 4HG,5,fhrs_5_en-GB,2012-09-05,5,5,5,51.37986200000000,51.37986200000000
205095,11/00142/MIXED,Avondown House Extra Care Housing Scheme,Restaurant/Cafe/Canteen,1,Avondown House,Langdon Road,Southdown,Bath,BA2 1ND,4,fhrs_4_en-GB,2014-03-21,5,0,10,51.37494800000000,51.37494800000000
205457,10230/0024/0/000,Ayrlington Hotel,Hotel/bed & breakfast/guest house,7842,24 - 25 Pulteney Road,Bathwick,Bath,"",BA2 4EZ,5,fhrs_5_en-GB,2012-09-19,5,5,5,51.38283400000000,51.38283400000000
565701,12/00272/MIXED,Aysha's Health And Home/ Aysha's Pharmacy,Retailers - other,4613,Aysha's Health And Home,106 - 107 High Street,Twerton,Bath,BA2 1DB,5,fhrs_5_en-GB,2013-07-04,5,5,5,51.37971300000000,51.37971300000000
204866,00820/0009/0/000,B J Millard,Manufacturers/packers,7839,9 Bath Road,Peasedown St. John,"","",BA2 8DX,2,fhrs_2_en-GB,2014-03-04,10,15,10,51.31615300000000,51.31615300000000
205331,11/00296/FOOD,Baby Cakes,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2012-01-09,0,0,0,"",""
591346,12/00219/MIXED,Bailbrook House Hotel,Hotel/bed & breakfast/guest house,7842,Eveleigh Avenue,Lower Swainswick,Bath,"",BA1 7JD,5,fhrs_5_en-GB,2013-09-19,0,0,0,51.40125500000000,51.40125500000000
203931,07440/0035/0/000,Bailbrook Lodge Hotel,Hotel/bed & breakfast/guest house,7842,The Bailbrook Lodge Hotel,35 - 37 London Road West,Lower Swainswick,Bath,BA1 7HZ,4,fhrs_4_en-GB,2012-04-26,10,0,10,51.39923600000000,51.39923600000000
204480,15994/9128/2/000,Baker And Baker,Retailers - other,4613,Pagans Hill Farm,Scot Lane,Chew Stoke,Bristol,BS40 8UN,5,fhrs_5_en-GB,2014-03-28,5,5,5,51.35905300000000,51.35905300000000
205334,05970/0141/0/000,Bakers Of Bath Ltd,Manufacturers/packers,7839,141 High Street,Twerton,Bath,"",BA2 1BZ,5,fhrs_5_en-GB,2013-07-09,0,0,5,51.37995400000000,51.37995400000000
666593,14/00048/MIXED,Bamboo Sushi,Restaurant/Cafe/Canteen,1,43 St James's Parade,Bath,"","",BA1 1UQ,5,fhrs_5_en-GB,2014-05-01,"","","",51.37971300000000,51.37971300000000
205060,15770/0009/0/000,Banables Family Butcher,Retailers - other,4613,Banables Family Butcher,9 High Street,Keynsham,Bristol,BS31 1DP,4,fhrs_4_en-GB,2011-11-17,5,10,0,51.41674800000000,51.41674800000000
205439,05990/1100/0/010,Banthon Oriental,Retailers - other,4613,10 Brookside House,High Street,Upper Weston,Bath,BA1 4BY,3,fhrs_3_en-GB,2012-09-04,10,10,5,51.39650700000000,51.39650700000000
204083,08650/0000/3/C01,Barnaby Pre-School,Other catering premises,7841,St Barnabus Church Hall,Mount View,Southdown,Bath,BA2 1JX,5,fhrs_5_en-GB,2014-02-25,5,5,5,51.36955300000000,51.36955300000000
204067,05330/0010/0/000,Bartlett & Sons Ltd,Manufacturers/packers,7839,Bartletts,10 - 11 Green Street,City Centre,Bath,BA1 2JZ,5,fhrs_5_en-GB,2011-07-22,5,5,5,51.38333000000000,51.38333000000000
520699,12/00328/MIXED,Barton Street Tea Rooms,Restaurant/Cafe/Canteen,1,The Barton Street Tea Rooms,28 Barton Street,City Centre,Bath,BA1 1HH,4,fhrs_4_en-GB,2013-01-08,5,5,10,51.38295400000000,51.38295400000000
205321,07/00303/MIXED,Bath Abbey Office,Restaurant/Cafe/Canteen,1,Bath Abbey Office,9 Kingston Buildings,City Centre,Bath,BA1 1LT,5,fhrs_5_en-GB,2014-02-18,0,5,5,51.38116900000000,51.38116900000000
204665,10360/1000/2/000,Bath And Country Club,Other catering premises,7841,Bath & County Club,Queen's Parade,Bath,"",BA1 2NJ,4,fhrs_4_en-GB,2013-11-13,5,10,5,51.38392700000000,51.38392700000000
591351,13/00182/MIXED,Bath Approach Golf Course,Restaurant/Cafe/Canteen,1,High Common Golf Course,Lower Weston,Bath,Bath And North East Somerset,BA1 2DS,5,fhrs_5_en-GB,2013-09-11,5,5,5,51.38876900000000,51.38876900000000
374121,12/00181/MIXED,Bath Bakery,Retailers - other,4613,107 High Street,Midsomer Norton,"","",BA3 2DA,3,fhrs_3_en-GB,2013-06-06,10,10,5,51.28600000000000,51.28600000000000
359657,12/00110/MIXED,Bath Bakery,Other catering premises,7841,3 Chelsea Road,Newbridge,Bath,"",BA1 3DU,3,fhrs_3_en-GB,2012-04-05,5,10,10,51.38511700000000,51.38511700000000
374120,12/00180/MIXED,Bath Bakery,Retailers - other,4613,Bath Bakery,93 Bradford Road,Combe Down,Bath,BA2 5BP,3,fhrs_3_en-GB,2012-05-14,10,10,10,51.35909800000000,51.35909800000000
359658,12/00111/MIXED,Bath Bakery,Other catering premises,7841,Bath Bakery 16 Brookside House,High Street,Upper Weston,Bath,BA1 4BY,4,fhrs_4_en-GB,2012-03-20,5,5,10,51.39650700000000,51.39650700000000
446349,12/00241/MIXED,Bath Bakery,Retailers - other,4613,Upper Bloomfield Road,Odd Down,Bath,"",BA2 2RX,4,fhrs_4_en-GB,2012-08-23,5,5,10,51.36003500000000,51.36003500000000
204531,10/00027/MIXED,Bath Bakery And Cafe,Restaurant/Cafe/Canteen,1,37 Moorland Road,Oldfield Park,Bath,Bath And North East Somerset,BA2 3PN,4,fhrs_4_en-GB,2012-04-05,5,5,10,51.37703300000000,51.37703300000000
428853,12/00227/MIXED,Bath Bakery And Cafe,Restaurant/Cafe/Canteen,1,Bath Bakery And Café,22 Temple Street,Keynsham,"",BS31 1EH,5,fhrs_5_en-GB,2012-07-05,5,5,5,51.41329900000000,51.41329900000000
205024,10230/2700/0/000,Bath Bowling Club,Other catering premises,7841,Pulteney Road,Bathwick,Bath,Bath And North East Somerset,BA2 4EZ,5,fhrs_5_en-GB,2014-03-27,0,0,5,51.38283400000000,51.38283400000000
624015,13/00125/MIXED,Bath Brew House,Pub/bar/nightclub,7843,The Bath Brew House,14 James Street West,City Centre,Bath,BA1 2BX,4,fhrs_4_en-GB,2013-11-20,10,5,5,51.38083400000000,51.38083400000000
565705,12/00320/MIXED,Bath Bus Station Fruiterers,Distributors/Transporters,7,Unit 7  Ferry Court,14 Ferry Lane,Bathwick,Bath,BA2 4JW,5,fhrs_5_en-GB,2013-06-24,5,5,5,51.37949500000000,51.37949500000000
204189,11/00110/MIXED,Bath Cake Company,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2011-08-25,5,5,0,"",""
204379,07/00322/FOOD,Bath Central Library,Other catering premises,7841,Bath Central Library 19 The Podium,Northgate Street,City Centre,Bath,BA1 5AL,5,fhrs_5_en-GB,2014-04-09,5,5,0,51.38328100000000,51.38328100000000
359655,12/00086/MIXED,Bath Christadelphians Lunch Club,Other catering premises,7841,Bath Christadelphians,56 New King Street,Kingsmead,Bath,BA1 2BN,4,fhrs_4_en-GB,2014-02-24,"","","",51.38273400000000,51.38273400000000
666584,13/00140/MIXED,Bath Christian Trust,Other catering premises,7841,1A Forum Buildings,St James's Parade,Bath,"",BA1 1UG,4,fhrs_4_en-GB,2014-04-28,0,0,10,51.37864500000000,51.37864500000000
205265,06620/1200/2/000,Bath City Farm,Farmers/growers,7838,Kelston View,Whiteway,Bath,Bath And North East Somerset,BA2 1NW,5,fhrs_5_en-GB,2014-04-23,5,5,5,51.37576500000000,51.37576500000000
204193,02960/2000/2/000,Bath Clinic,Hospitals/Childcare/Caring Premises,5,The Bath Clinic,Claverton Down Road,Claverton Down,Bath,BA2 7BR,5,fhrs_5_en-GB,2013-07-05,0,0,0,51.36415300000000,51.36415300000000
205433,04600/0000/2/000,Bath Community Meals Kitchen,Other catering premises,7841,Mobile Meals Kitchen,Ferndale Road,Lower Swainswick,Bath,BA1 6TD,5,fhrs_5_en-GB,2011-09-23,0,0,5,51.40187900000000,51.40187900000000
204246,08980/1100/2/000,Bath Cricket Club,Other catering premises,7841,North Parade Road,Bathwick,Bath,Bath And North East Somerset,BA2 4EX,5,fhrs_5_en-GB,2013-01-03,0,0,0,51.38028800000000,51.38028800000000
204782,06610/0002/0/000,Bath Ethnic Minorities Senior Citizens Association,Restaurant/Cafe/Canteen,1,Fairfield House,2 Kelston Road,Newbridge,Bath,BA1 3QJ,5,fhrs_5_en-GB,2014-02-24,5,5,5,51.39032300000000,51.39032300000000
205146,10/00381/FOOD,Bath Fire Station Canteen,Restaurant/Cafe/Canteen,1,Bath Fire Station,Bathwick Street,Bathwick,Bath,BA2 6PU,5,fhrs_5_en-GB,2014-04-04,5,0,0,51.38887700000000,51.38887700000000
204976,11/00132/MIXED,Bath Foodbank,Distributors/Transporters,7,Unit C Thomas Firbank Limited,The Old Timber Yard,Tyning Road,Bathampton,BA2 6TQ,Exempt,fhrs_exempt_en-GB,2011-11-30,"","","",51.39799100000000,51.39799100000000
608109,13/00203/MIXED,Bath Golf Club,Restaurant/Cafe/Canteen,1,Golf Course Road,Bathwick,Bath,Bath And North East Somerset,BA2 6JG,4,fhrs_4_en-GB,2013-11-11,5,5,10,51.38222300000000,51.38222300000000
688884,14/00119/MIXED,Bath Marina & Caravan Park,Retailers - other,4613,Bath Marina And Caravan Park,Brassmill Lane,Newbridge,Bath,BA1 3JT,5,fhrs_5_en-GB,2014-07-31,0,0,5,51.38915000000000,51.38915000000000
204408,09340/1100/2/000,Bath Masonic Hall Association,Other catering premises,7841,Masonic Hall,12 Old Orchard Street,City Centre,Bath,BA1 1JU,5,fhrs_5_en-GB,2009-12-03,5,5,5,51.38027100000000,51.38027100000000
204738,07/00274/FOOD,Bath Opportunity Pre School,Hospitals/Childcare/Caring Premises,5,Frome Road Centre,180 Frome Road,Odd Down,Bath,BA2 5RF,5,fhrs_5_en-GB,2014-04-29,0,0,0,51.35600900000000,51.35600900000000
205200,14870/4100/2/000,Bath Racecourse,Other catering premises,7841,Lansdown Road,Charlcombe,Bath,"",BA1 9BU,4,fhrs_4_en-GB,2011-07-06,5,10,0,51.41856500000000,51.41856500000000
205000,11690/1200/2/000,Bath Rugby Plc,Other catering premises,7841,Bath Rugby Club,Recreation Ground,Pulteney Mews,Bathwick,BA2 4DS,5,fhrs_5_en-GB,2012-05-04,5,0,5,51.38413300000000,51.38413300000000
205058,12590/2000/2/000,Bath Spa Hotel,Hotel/bed & breakfast/guest house,7842,Heritage The Bath Spa Hotel,Sydney Road,Bathwick,Bath,BA2 6JF,5,fhrs_5_en-GB,2012-05-02,5,5,5,51.38602100000000,51.38602100000000
205330,11/00287/MIXED,Bath Spa Uni,Pub/bar/nightclub,7843,Burdall's Yard,7A Anglo Terrace,Walcot,Bath,BA1 5NH,5,fhrs_5_en-GB,2012-01-18,5,5,5,51.39047300000000,51.39047300000000
205684,08890/1000/3/C01,Bath Spa University Bar,School/college/university,7845,Student Union,Bath Spa University Campus,Newton St. Loe,Bath,BA2 9BW,5,fhrs_5_en-GB,2013-10-07,0,0,5,51.37320500000000,51.37320500000000
204832,15288/0006/0/000,Bath Spa University Refectory,School/college/university,7845,Refectory  Moreton,Bath Spa University Campus,Newton St. Loe,Bath,BA2 9BW,5,fhrs_5_en-GB,2013-02-06,5,0,5,51.37320500000000,51.37320500000000
205502,08890/1110/2/000,Bath Spa University Shop,School/college/university,7845,Student Union,Bath Spa University Campus,Newton St. Loe,Bath,BA2 9BW,5,fhrs_5_en-GB,2012-05-24,0,0,0,51.37320500000000,51.37320500000000
204165,10/00061/MIXED,Bath Sports & Leisure Centre,Retailers - other,4613,Bath & Sports Leisure Centre,North Parade Road,Bathwick,Bath,BA2 4ET,Exempt,fhrs_exempt_en-GB,2014-04-15,"","","",51.38152300000000,51.38152300000000
623656,13/00195/MIXED,Bath Sushi,Takeaway/sandwich shop,7844,3 Victoria Buildings,Twerton,Bath,Bath And North East Somerset,BA2 3EH,5,fhrs_5_en-GB,2013-11-19,5,5,0,51.38161900000000,51.38161900000000
520688,12/00253/MIXED,Bath Temple Salvation Army,Other catering premises,7841,37 Oolite Road,Odd Down,Bath,Bath And North East Somerset,BA2 2UU,5,fhrs_5_en-GB,2013-01-31,0,0,0,51.35813900000000,51.35813900000000
204513,05290/0023/0/000,Bath Trades & Labour Institute,Other catering premises,7841,23 Green Park,Kingsmead,Bath,Bath And North East Somerset,BA1 1HZ,5,fhrs_5_en-GB,2014-03-25,5,5,5,51.38074500000000,51.38074500000000
205586,09/00193/MIXED,Bath Tramways Canteen Club,Restaurant/Cafe/Canteen,1,Bath Tramways Canteen Club  Bus Ter,1 Dorchester Street,City Centre,Bath,BA1 1SS,4,fhrs_4_en-GB,2013-12-09,0,10,5,51.37823800000000,51.37823800000000
205597,01700/0000/2/000,Bath YMCA,Restaurant/Cafe/Canteen,1,Ymca  International House,Broad Street Place,City Centre,Bath,BA1 5LH,4,fhrs_4_en-GB,2013-07-15,5,10,5,51.38519200000000,51.38519200000000
204551,00870/1000/0/000,Bath Youth Hostel,Restaurant/Cafe/Canteen,1,Youth Hostels Association  Fiesole,Bathwick Hill,Bathwick,Bath,BA2 6JZ,4,fhrs_4_en-GB,2012-01-06,5,10,5,51.37983800000000,51.37983800000000
204877,08340/1100/2/000,Bathampton Mill,Pub/bar/nightclub,7843,Mill Lane,Bathampton,Bath,"",BA2 6TS,5,fhrs_5_en-GB,2011-11-30,0,0,0,51.39943600000000,51.39943600000000
204526,06210/0027/0/000,Bathampton Pharmacy,Retailers - other,4613,27 Holcombe Lane,Bathampton,Bath,Bath And North East Somerset,BA2 6UL,Exempt,fhrs_exempt_en-GB,2014-02-19,"","","",51.39328600000000,51.39328600000000
633689,13/00204/MIXED,Bathampton Pre-School Playgroup,Hospitals/Childcare/Caring Premises,5,Bathampton Village Hall,Holcombe Lane,Bathampton,Bath,BA2 6UL,5,fhrs_5_en-GB,2014-02-05,5,5,5,51.39328600000000,51.39328600000000
205190,13180/1000/2/000,Bathampton Primary School,School/college/university,7845,Tyning Road,Bathampton,Bath,Bath And North East Somerset,BA2 6TQ,5,fhrs_5_en-GB,2014-05-19,0,5,0,51.39799100000000,51.39799100000000
205288,09/00091/MIXED,Bathampton Village Stores,Retailers - other,4613,Bathampton Stores,21 Holcombe Lane,Bathampton,Bath,BA2 6UL,5,fhrs_5_en-GB,2013-08-28,5,5,5,51.39328600000000,51.39328600000000
204381,03130/1800/3/001,Batheaston Community Tea Shop,Restaurant/Cafe/Canteen,1,Football Ground,Coalpit Road,Batheaston,Bath,BA1 7NH,5,fhrs_5_en-GB,2014-04-24,5,5,5,51.40545900000000,51.40545900000000
